variable,label,tipo,n_unicos,valores,bloque,tipo_agregacion,nota_agregacion,usar
idmunici,Código Único de la Municipalidad,character,1874,,,,,SI
ccdd,Código del Departamento,character,25,,,,,SI
ccpp,Código de la Provincia,character,20,,,,,SI
ccdi,Código del Distrito,character,43,,,,,SI
Departamento,Nombre del Departamento,character,25,,,,,SI
Provincia,Nombre de la Provincia,character,198,,,,,SI
Distrito,Nombre del Distrito,character,1732,,,,,SI
catmuni,Categoría de la Municipalidad,haven_labelled,2,Provincial = 1; Distrital = 2; Centro Poblado = 3,,,,SI
year,Año de la encuesta,numeric,5,,,,,SI
direc_muni,¿Municipalidad informó?,haven_labelled,2,No informó = 0; Informó = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
nomalcalde,Nombres y apellidos del alcalde,character,3995,,,,,SI
sexo,Alcalde de la municipalidad / sexo,haven_labelled,2,Hombre = 1; Mujer = 2,,,,SI
facebook,Facebook de la municipalidad,haven_labelled,2,No = 0; Sí = 1,,,,SI
web,Página web de la municipalidad,haven_labelled,2,No = 0; Sí = 1,,,,SI
propie_muni,¿Municipalidad Informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
locales_propios,Número de locales / Propios,numeric,83,,,,,SI
locales_alquilados,Número de locales / Alquilados,numeric,24,,,,,SI
locales_cedidos,Número de locales / Cedidos,numeric,33,,,,,SI
maqpes_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,maquinaria_pesada,ninguna,"Variable de control de información, excluir del análisis",NO
maqpes_muni_1a,Número de bienes / Excavadora / Operativos,numeric,6,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_1b,Número de bienes / Excavadora / No operativos,numeric,4,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_2a,Número de bienes / Retroexcavadora / Operativos,numeric,9,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_2b,Número de bienes / Retroexcavadora / No operativos,numeric,5,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_3a,Número de bienes / Motoniveladora / Operativos,numeric,11,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_3b,Número de bienes / Motoniveladora / No operativos,numeric,6,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_4a,Número de bienes / Cargador frontal / Operativos,numeric,14,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_4b,Número de bienes / Cargador frontal / No operativos,numeric,7,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_5a,Número de bienes / Tractor oruga / Operativos,numeric,12,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_5b,Número de bienes / Tractor oruga / No operativos,numeric,10,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_6a,Número de bienes / Tractor agrícola / Operativos,numeric,19,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_6b,Número de bienes / Tractor agrícola / No operativos,numeric,13,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_8a,Número de bienes / Compactadora de suelo / Operativos,numeric,24,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_8b,Número de bienes / Compactadora de suelo / No operativos,numeric,13,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_9a,Número de bienes / Otra maquinaria pesada / Operativos,numeric,13,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_9b,Número de bienes / Otra maquinaria pesada / No operativos,numeric,7,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,maquinaria_menor,ninguna,"Variable de control de información, excluir del análisis",NO
muepeq_muni_1a,Número de bienes / Auto y/o camioneta / Operativos,numeric,100,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_1b,Número de bienes / Auto y/o camioneta / No operativos,numeric,40,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_4a,Número de bienes / Volquete / Operativos,numeric,24,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_4b,Número de bienes / Volquete / No operativos,numeric,14,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_5a,Número de bienes / Camión recolector de basura / Operativos,numeric,32,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_5b,Número de bienes / Camión recolector de basura / No operativos,numeric,21,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_6a,Número de bienes / Camión cisterna / Operativos,numeric,15,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_6b,Número de bienes / Camión cisterna / No operativos,numeric,11,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_7a,Número de bienes / Camión / Operativos,numeric,32,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_7b,Número de bienes / Camión / No operativos,numeric,19,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_3a,Número de bienes / Ambulancia / Operativos,numeric,9,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_3b,Número de bienes / Ambulancia / No operativos,numeric,5,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_2a,Número de bienes / Motocicleta / Operativos,numeric,111,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_2b,Número de bienes / Motocicleta / No operativos,numeric,62,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_8a,Número de bienes / Bote y/o lancha / Operativos,numeric,11,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_8b,Número de bienes / Bote y/o lancha / No operativos,numeric,8,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
maqpes_muni_7a,Número de bienes / Rodillo liso vibratorio y/o neumático / Operativos,numeric,9,,maquinaria_pesada,sumar_operativas,Sumar todas las operativas,SI
maqpes_muni_7b,Número de bienes / Rodillo liso vibratorio y/o neumático / No operativos,numeric,3,,maquinaria_pesada,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_9a,Número de bienes / Grupo electrógeno / Operativos,numeric,30,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_9b,Número de bienes / Grupo electrógeno / No operativos,numeric,15,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_10a,Número de bienes / Panel solar / Operativos,numeric,28,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_10b,Número de bienes / Panel solar / No operativos,numeric,15,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
muepeq_muni_11a,Número de bienes / Otro vehículo y/o equipo / Operativos,numeric,39,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_11b,Número de bienes / Otro vehículo y/o equipo / No operativos,numeric,15,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
comu_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
comu_muni_2,Número de líneas fijas,numeric,63,,,,,SI
comu_muni_4,"Número de líneas móviles (incluye RPC, RPM y otros)",numeric,155,,,,,SI
compu_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,tic_computadoras,ninguna,"Variable de control de información, excluir del análisis",NO
compu_muni_1,"Número de computadoras operativas/ Pentium (I, II, III y IV)",numeric,77,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_2,Número de computadoras operativas / Pentium D y/o Celeron,numeric,60,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_3,Número de computadoras operativas / Core Duo y/o Core 2 Duo,numeric,152,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_4,Número de computadoras operativas / Core 2 Quad,numeric,66,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_5,Número de computadoras operativas / Core i3,numeric,138,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_6,Número de computadoras operativas / Core i5,numeric,204,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_7,Número de computadoras operativas / Core i7,numeric,173,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_8,Número de computadoras operativas / (Advanced Micro Device),numeric,69,,tic_computadoras,sumar,Sumar todas las computadoras,SI
compu_muni_9,Número de computadoras operativas / Otro,numeric,31,,tic_computadoras,sumar,Sumar todas las computadoras,SI
impres_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,tic_impresoras,ninguna,"Variable de control de información, excluir del análisis",NO
impres_muni_2,Número de equipos operativos / Fotocopiadoras,numeric,56,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
impres_muni_4,Número de equipos operativos / Escáner,numeric,49,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
impres_muni_6,Número de equipos operativos / Impresora básica,numeric,168,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
impres_muni_8,Número de equipos operativos / Impresora multifuncional,numeric,140,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
impres_muni_10,Número de equipos operativos / Proyector multimedia,numeric,56,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
impres_muni_12,Número de equipos operativos / Otro,numeric,19,,tic_impresoras,sumar,Sumar todas las impresoras/equipos,SI
red_muni,¿Municipalidad Informó?,haven_labelled,1,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
red_muni_2,Número de computadoras interconectadas a red informática local,numeric,282,,,,,SI
inter_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
inter_muni_2,Número de computadoras con acceso a internet,numeric,412,,,,,SI
inter_muni_3,Tipo de conexión a internet,haven_labelled,6,Si = 1; No = 2,,,,SI
portal_muni,¿Municipalidad Informó?,haven_labelled,2,No = 0; Sí = 1,informacion_no_usar,ninguna,"Variable de control de información, excluir del análisis",NO
portal_muni_1,¿La municipalidad tiene Portal de Transparencia Estándar?,haven_labelled,4," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",,,,SI
propie_muni_1,Número de predios de propiedad municipal,numeric,158,,,,,SI
propie_muni_2,Número de predios cedidos temporalmente en uso por otras entidades,numeric,46,,,,,SI
propie_muni_3,Número de predios de propiedad municipal inscritos en registros públicos,numeric,105,,,,,SI
propie_muni_4,Número de predios de propiedad y/o cedidos registrados en el SINABIP de la SBN,numeric,56,,,,,SI
propie_muni_5,Número de predios de propiedad y/o cedidos que están desocupados,numeric,18,,,,,SI
propie_muni_6,Número de predios de propiedad y/o cedidos con procesos judiciales,numeric,14,,,,,SI
admin_muni_prop,¿La municipalidad cuenta con locales propios?,haven_labelled,2,No = 0; Sí = 1,,,,SI
admin_muni_alq,¿La municipalidad cuenta con locales alquilados?,haven_labelled,2,No = 0; Sí = 1,,,,SI
admin_muni_ced,¿La municipalidad cuenta con locales cedidos?,haven_labelled,2,No = 0; Sí = 1,,,,SI
muepeq_muni_12a,Número de bienes / Otro vehículo y/o equipo (2) / Operativos,numeric,3,,maquinaria_menor,sumar_operativas,Sumar todas las operativas,SI
muepeq_muni_12b,Número de bienes / Otro vehículo y/o equipo (2) / No operativos,numeric,2,,maquinaria_menor,sumar_no_operativas,Sumar todas las no operativas,SI
per_001,Municipalidad,haven_labelled,2,No = 0; Sí = 1,recursos_humanos,sumar,Sumar personal por categoría,SI
per_002,Total personal / Funcionarios y/o Directivos,numeric,111,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_003,Decreto Legislativo N° 276 / Nombrado / Funcionarios y Directivos / Mujer,numeric,31,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_004,Decreto Legislativo N° 276 / Nombrado / Funcionarios y/o Directivos / Hombre,numeric,49,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_005,Decreto Legislativo N° 276 / Contratado / Funcionarios y/o Directivos / Mujer,numeric,29,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_006,Decreto Legislativo N° 276 / Contratado / Funcionarios y/ o Directivos / Hombre,numeric,53,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_007,Decreto Legislativo N° 728 / Funcionarios y/o Directivos / Mujer,numeric,2,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_008,Decreto Legislativo N° 728 / Funcionarios y/ o Directivos / Hombre,numeric,1,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_009,Contrato Administrativo de Servicios (CAS) / Funcionarios y/o Directivos / Mujer,numeric,29,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_010,Contrato Administrativo de Servicios (CAS) / Funcionarios y/o Directivos / Hombr,numeric,49,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_087,Locación de Servicios / Funcionarios y/o Directivos / Mujer,numeric,28,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_088,Locación de Servicios / Funcionarios y/o Directivos / Hombre,numeric,43,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_011,Total personal / Empleados / Profesionales,numeric,227,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_012,Decreto Legislativo N° 276 / Nombrado / Empleados / Profesionales / Mujer,numeric,41,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_013,Decreto Legislativo N° 276 / Nombrado / Empleados / Profesionales / Hombre,numeric,38,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_014,Decreto Legislativo N° 276 / Contratado/ Empleados / Profesionales / Mujer,numeric,47,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_015,Decreto Legislativo N° 276 / Contratado/ Empleados / Profesionales / Hombre,numeric,82,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_016,Decreto Legislativo N° 728 / Empleados / Profesionales / Mujer,numeric,1,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_017,Decreto Legislativo N° 728 / Empleados / Profesionales / Hombre,numeric,2,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_018,Contrato Administrativo de Servicios (CAS) / Empleados / Profesionales / Mujer,numeric,93,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_019,Contrato Administrativo de Servicios(CAS)/ Empleados / Profesionales / Hombre,numeric,101,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_089,Locación de Servicios / Empleados / Profesionales / Mujer,numeric,65,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_090,Locación de Servicios / Empleados / Profesionales / Hombre,numeric,81,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_020,Total personal / Empleados / Técnicos,numeric,333,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_021,Decreto Legislativo N° 276 / Nombrado / Empleados / Técnicos / Mujer,numeric,65,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_022,Decreto Legislativo N° 276 / Nombrado / Empleados / Técnicos / Hombre,numeric,82,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_023,Decreto Legislativo N° 276/ Contratado / Empleados / Técnicos / Mujer,numeric,62,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_024,Decreto Legislativo N° 276 / Contratado / Empleados / Técnicos / Hombre,numeric,82,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_025,Decreto Legislativo N° 728/ Empleados / Técnicos / Mujer,numeric,2,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_026,Decreto Legislativo N° 728 / Empleados / Técnicos / Hombre,numeric,2,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_027,Contrato Administrativo de Servicios (CAS) / Empleados / Técnicos / Mujer,numeric,135,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_028,Contrato Administrativo de Servicios (CAS) / Empleados / Técnicos / Hombre,numeric,162,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_091,Locación de Servicios / Empleados / Técnicos / Mujer,numeric,91,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_092,Locación de Servicios / Empleados / Técnicos / Hombre,numeric,108,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_029,Total personal / Empleados / Auxiliares,numeric,335,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_030,Decreto Legislativo N° 276 / Nombrado / Empleados / Auxiliares / Mujer,numeric,48,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_031,Decreto Legislativo N° 276 / Nombrado / Empleados / Auxiliares / Hombre,numeric,70,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_032,Decreto Legislativo N° 276 / Contratado/ Empleados / Auxiliares / Mujer,numeric,62,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_033,Decreto Legislativo N° 276 / Contratado/ Empleados / Auxiliares / Hombre,numeric,75,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_034,Decreto Legislativo N° 728 / Empleados / Auxiliares / Mujer,numeric,4,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_035,Decreto Legislativo N° 728 / Empleados / Auxiliares / Hombre,numeric,4,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_036,Contrato Administrativo de Servicios (CAS) / Empleados / Auxiliares / Mujer,numeric,154,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_037,Contrato Administrativo de Servicios (CAS) / Empleados / Auxiliares / Hombre,numeric,191,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_093,Locación de Servicios / Empleados / Auxiliares / Mujer,numeric,78,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_094,Locación de Servicios / Empleados / Auxiliares / Hombre,numeric,110,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_038,Total personal / Obreros / De limpieza,numeric,259,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_039,Decreto Legislativo N° 276 / Nombrado / Obreros / De limpieza / Mujer,numeric,22,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_040,Decreto Legislativo N° 276 / Nombrado / Obreros / De limpieza / Hombre,numeric,32,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_041,Decreto Legislativo N° 276 / Contratado / Obreros / De limpieza / Mujer,numeric,22,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_042,Decreto Legislativo N° 276 / Contratado / Obreros / De limpieza / Hombre,numeric,27,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_043,Decreto Legislativo N° 728 / Obreros / De limpieza / Mujer,numeric,105,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_044,Decreto Legislativo N° 728 / Obreros / De limpieza / Hombre,numeric,145,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_045,Contrato Administrativo de Servicios (CAS) / Obreros / De limpieza / Mujer,numeric,92,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_046,Contrato Administrativo de Servicios (CAS) / Obreros / De limpieza / Hombre,numeric,97,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_095,Locación de Servicios / Obreros / De limpieza / Mujer,numeric,65,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_096,Locación de Servicios / Obreros / De limpieza / Hombre,numeric,65,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_047,Total personal / Obreros / Otros,numeric,377,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_048,Decreto Legislativo N° 276 / Nombrado / Obreros / Otros / Mujer,numeric,17,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_049,Decreto Legislativo N° 276 / Nombrado / Obreros / Otros / Hombre,numeric,37,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_050,Decreto Legislativo N° 276 / Contratado / Obreros / Otros / Mujer,numeric,16,,recursos_humanos,sumar,Sumar personal por categoría,SI
per_051,Decreto Legislativo N° 276/ Contratado / Obreros / Otros / Hombre,numeric,37,,recursos_humanos,sumar,Sumar personal por categoría,SI
